"Title","Title_URL","Info","Content","Content1","blokobutton_URL"
"Водители категорий C, Е","https://ekaterinburg.hh.ru/vacancy/70322917?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Красноярск","Перевозка металлолома в пределах города, области.","Опыт работы от 2-х лет.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70322917&hhtmFrom=vacancy_search_list"
"Газорезчик","https://ekaterinburg.hh.ru/vacancy/69723227?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Сараи","Газовая резка металлолома. Подрезка металлолома в габарит.","Образование среднее специальное. Наличие диплома (или свидетельства) электрогазосварщика. Опыт работы по трудовой книжке.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69723227&hhtmFrom=vacancy_search_list"
"Специалист (по эксплуатации и ремонту электрооборудования)","https://ekaterinburg.hh.ru/vacancy/70458180?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Заринск","Контроль эксплуатации и ремонтов электрического оборудования с целью бесперебойной работы электрического оборудования и обеспечение электроэнергией потребителей в соответствии с требованиями...","Высшее профильное образование (эксплуатация и ремонт электрооборудования). Опыт работы по специальности не менее 3 лет. Знание программ Word, Excel, PowerPoint...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70458180&hhtmFrom=vacancy_search_list"
"Ковшевой (ученик)","https://ekaterinburg.hh.ru/vacancy/70403049?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Ревда (Свердловская область)","Производить эксплуатацию сталь-ковшей в соответствии с картами последовательности технологических операций. Своевременно и качественно производить подготовку сталеразливочных ковшей.",,"https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70403049&hhtmFrom=vacancy_search_list"
"Электромонтер по обслуживанию электрооборудования электростанций","https://ekaterinburg.hh.ru/vacancy/68395701?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Заринск","Обеспечивать обслуживание электрооборудования напряжением до 1000 В ТЭЦ. – Проводить обслуживание и мелкий ремонт силового электрического оборудования согласно перечня работ, выполняемых...","Начальное/среднее профессиональное образование (по направлению). - Высокие стандарты безопасности труда и культуры производства.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68395701&hhtmFrom=vacancy_search_list"
"Слесарь по эксплуатации и ремонту газового оборудования","https://ekaterinburg.hh.ru/vacancy/69810133?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Березовский (Свердловская область)","Обеспечивать бесперебойное снабжение природным газом и сжатым воздухом цеха и по договору оказания услуг.","Умение работать с газовым оборудованием, запорной арматурой, средствами автоматики и сигнализации, компрессорным оборудованием и оборудованием, работающим под избыточным давлением.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69810133&hhtmFrom=vacancy_search_list"
"Инженер-технолог литейного производства","https://ekaterinburg.hh.ru/vacancy/69965846?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Разработка технологических процессов производства продукции участка 3D печати литейных форм. Разработка технической документации необходимой для обеспечения технологических процессов участка...","Высшее образование по профилю литейное производство черных и цветных металлов. Опыт работы по профилю не менее 1 года.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69965846&hhtmFrom=vacancy_search_list"
"Водитель грузового автомобиля категории Е","https://ekaterinburg.hh.ru/vacancy/69670125?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Пенза","Перевозка лома на а/м КАМАЗ, МАЗ по территории Пензенской области.","Вод.удостоверение кат. B, C, Е (обязательно). Карта водителя для тахографа СКЗИ (обязательно).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69670125&hhtmFrom=vacancy_search_list"
"Middle Java Developer","https://ekaterinburg.hh.ru/vacancy/69621113?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Разработка систем управления производством (MES), в т.ч. на базе существующей IIoT-платформы, основанной на современном технологическом стеке.","Опыт разработки в микросервисной архитектуре. Знание паттернов разработки и интеграции (с уклоном в микросервисы). Знание стека Java (Java 11+...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69621113&hhtmFrom=vacancy_search_list"
"Электрогазосварщик","https://ekaterinburg.hh.ru/vacancy/70369209?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","АО ""Стагдок"" - предприятие по добыче и переработке флюсовых известняков для металлургической промышленности, проводит отбор претендентов на профессию. Задачи: Сварочные работы...","Электрогазосварщик должен знать:","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70369209&hhtmFrom=vacancy_search_list"
"Сценарист-продюсер","https://ekaterinburg.hh.ru/vacancy/70116135?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Написание сценариев любой сложности (имиджевые, презентационные, рекламные, анимационные видеоролики). Ведение мультимедийных проектов: от идеи до готового продукта и дальнейшей дистрибуции.","Высшее профессиональное образование (журналистика, PR, реклама, маркетинг). Опыт написания текстов разной направленности; высокое качество и креативность. Убедительные навыки деловой коммуникации...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70116135&hhtmFrom=vacancy_search_list"
"Водитель автомобиля с КМУ","https://ekaterinburg.hh.ru/vacancy/69068765?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Сердобск","Перевозка лома на а/м МАЗ (расстояние 50-60 км от ПЗУ). Управление крано-манипуляторной установкой.","Вод.удостоверение кат. B, C. Карта водителя для тахографа СКЗИ (обязательно). Опыт работы с КМУ (желателен).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69068765&hhtmFrom=vacancy_search_list"
"Подручный сталевара электропечи (ученик)","https://ekaterinburg.hh.ru/vacancy/70402893?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Дегтярск","Обучение ведению технологического процесса внепечной обработки стали с целью получения требуемых параметров плавки и заданного химического состава стали.","Среднее общее образование - 11 классов.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70402893&hhtmFrom=vacancy_search_list"
"Электрогазосварщик","https://ekaterinburg.hh.ru/vacancy/70402950?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Подольск (Московская область)","Осуществление сварочных работ.","Удостоверение электрогазосварщика. Опыт работы от 3 лет.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70402950&hhtmFrom=vacancy_search_list"
"Водитель грузового автомобиля категории Е","https://ekaterinburg.hh.ru/vacancy/69960725?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Тула","Наличие прав категории Е. Желательно наличие карты СКЗИ.",,"https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69960725&hhtmFrom=vacancy_search_list"
"Ученик оператора машины непрерывного литья заготовок","https://ekaterinburg.hh.ru/vacancy/70410538?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Дегтярск","подготовку оборудования к разливке стальной заготовки. - ведение процесса разливки. - ремонтные работы на машине непрерывного литья заготовок.",,"https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70410538&hhtmFrom=vacancy_search_list"
"Газорезчик","https://ekaterinburg.hh.ru/vacancy/69737194?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Красноярск","Газовая резка металлолома на производственной площадке вторчермет.","Наличие удостоверения.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69737194&hhtmFrom=vacancy_search_list"
"Специалист (по надежности)","https://ekaterinburg.hh.ru/vacancy/69195653?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Старый Оскол","Диагностика текущего статуса внедрения процессов управления надежностью, выявление проблемных областей и выработка корректирующих мероприятий. Совершенствование организационной структуры ремонтных подразделений и...","Высшее техническое образование. Опыт работы в должности специалиста/руководителя выделенной службы по надежности работы оборудования не менее 2-ух лет.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69195653&hhtmFrom=vacancy_search_list"
"Электромонтер по ремонту и обслуживанию электрооборудования","https://ekaterinburg.hh.ru/vacancy/68403532?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Пенза","1. Проведение ремонтных, пусконаладочных работ на электрооборудовании предприятия. 2. Проведение планового обслуживания оборудования. 3. Поддержание в рабочем состоянии оборудования предприятия.","1. Опыт работы по аналогичной профессии от 1 года. 2. Действующая группа по электробезопасности от III и выше. 3.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68403532&hhtmFrom=vacancy_search_list"
"Электромонтер по ремонту и обслуживанию электрооборудования","https://ekaterinburg.hh.ru/vacancy/69420355?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Аварийно-восстановительные работы по ремонту, монтажу и демонтажу электрооборудования. Оперативные переключения электрооборудования (ПП, КТП и др.), связанные с устранением аварийного...","Среднее-специальное электротехническое образование.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69420355&hhtmFrom=vacancy_search_list"
"Ученик оператора машины непрерывного литья заготовок","https://ekaterinburg.hh.ru/vacancy/70410539?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Ревда (Свердловская область)","подготовку оборудования к разливке стальной заготовки. - ведение процесса разливки. - ремонтные работы на машине непрерывного литья заготовок.",,"https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70410539&hhtmFrom=vacancy_search_list"
"Старший системный аналитик в рамках проекта «Умное производство»","https://ekaterinburg.hh.ru/vacancy/67651862?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Организация процессов системного анализа в рамках своей функциональной зоны. Взаимодействие с конечными пользователями. Кросс-функциональное взаимодействие. Проработка требований к задачам...","Опыт работы в аналитике не менее 3 лет. Умение работать с реляционными базами данных. Опыт использования нотаций UML, IDEF, BPMN.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=67651862&hhtmFrom=vacancy_search_list"
"Газорезчик","https://ekaterinburg.hh.ru/vacancy/69970586?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Рязань","Газовая резка металлолома. Подрезка в габаритное состояние.","Образование среднее специальное. Наличие диплом / свидетельство электрогазосварщика/резчика ручной сварки. Опыт работы по трудовой книжке.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69970586&hhtmFrom=vacancy_search_list"
"Руководитель группы","https://ekaterinburg.hh.ru/vacancy/69409220?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Магнитогорск","Организация работы внутри группы ОВ и ВК. Работа со смежными отделами. Переговоры с заказчиками, работа с авторским надзором.","Опыт работы не менее 6 лет. Высшее образование по направлению Водоснабжения и канализации. Работа в команде. Персональная ответственность за принимаемые...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69409220&hhtmFrom=vacancy_search_list"
"Ведущий инженер по оценке рисков проектов","https://ekaterinburg.hh.ru/vacancy/68518071?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Поведение исследований в соответствии с разработанными методиками. Определение целей исследований. Формирование и инструктирование исследовательской группы по объемам и задачам исследований.","Высшее техническое образование. Опыт работы в металлургии, машиностроении, промышленной безопасности или пожарной безопасности будет являться преимуществом. Уверенный пользователь MS Office.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68518071&hhtmFrom=vacancy_search_list"
"Контролер в производстве черных металлов","https://ekaterinburg.hh.ru/vacancy/66985741?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Заринск","Отбор и подготовка проб сырья и готовой продукции, технологических проб. - Проведение испытаний.","Уровень образования не ниже среднего профессионального (техническое, инженерно-техническое, химическое). - Знание физико-химических процессов. - Высокие стандарты безопасности труда и культуры...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=66985741&hhtmFrom=vacancy_search_list"
"Слесарь-ремонтник","https://ekaterinburg.hh.ru/vacancy/69881822?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Уфа","Выполнение ремонтных работ, в том числе сборка, разборка и тестирование механизмов и узлов. Наладка, регулирование, ремонт, демонтаж и монтаж агрегатов...","Должен владеть знаниями: Об устройстве, регулировании ремонтируемых машин, агрегатов и оборудования. О возможных способах устранения дефектов и поломок в процессе...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69881822&hhtmFrom=vacancy_search_list"
"Слесарь-ремонтник (Екатеринбург ВИЗ-Сталь)","https://ekaterinburg.hh.ru/vacancy/69958318?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Екатеринбург","Оперативное устранение неисправностей по механической части. Обслуживание, ремонт металлообрабатывающего оборудования. Определение корневой причины отказа оборудования. Своевременная смазка оборудования.","Среднее профессиональное образование по направлению работы. Опыт работы слесарем-ремонтником от 2-х лет: Знание механической части металлургического оборудования.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69958318&hhtmFrom=vacancy_search_list"
"Бизнес-аналитик","https://ekaterinburg.hh.ru/vacancy/69310336?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Участие в проектной деятельности в качестве бизнес-аналитика. Сбор и анализ бизнес и функциональных требований. Описание процессов AS IS; как...","Высшее образование. Опыт работы не менее 3 -х лет в бизнес анализе. Опыт реализации IT проектов в сфере капитального строительства.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69310336&hhtmFrom=vacancy_search_list"
"Токарь","https://ekaterinburg.hh.ru/vacancy/66982210?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Заринск","Подготавливать инструмент, соответствующего характеру выполняемой работы, проверить его исправность. - Выполнять токарной обработки деталей на универсальных токарных станках по 12-14...","Среднее профессиональное образование, профессиональная подготовка - по программам профессиональной подготовки, переподготовки по профессии «Токарь». - Общие теоретические знания, а также специальные знания...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=66982210&hhtmFrom=vacancy_search_list"
"Инженер по работе с дифрактометром","https://ekaterinburg.hh.ru/vacancy/68900182?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Подготовка образцов к дифракционному анализу, в том числе нестандартным исследованиям, с использованием пробоподготовительного оборудования (подготовка проб, подготовка металлических и порошковых...","Высшее образование по направлениям металло- или материаловедение, термообработка материалов. Знания процессов работы с аналитическим лабораторным оборудованием (дифрактометр, пробоподготовительное оборудование).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68900182&hhtmFrom=vacancy_search_list"
"Машинист экскаватора","https://ekaterinburg.hh.ru/vacancy/66981623?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Заринск","Управление самоходными машинами. - Техническое обслуживание и ремонт транспорта.","Наличие удостоверения на право управления соответствующей категории. - Опыт работы не менее 3 лет. - Навыки выполнения слесарных работ. - Высокие стандарты безопасности...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=66981623&hhtmFrom=vacancy_search_list"
"Слесарь-ремонтник по энергетическому оборудованию","https://ekaterinburg.hh.ru/vacancy/69810193?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Березовский (Свердловская область)","Разборка, ремонт, сборка и испытание сложных узлов и механизмов. Ремонт, монтаж, демонтаж, испытание, регулирование, наладка сложного оборудования, агрегатов и машин...","Знание устройства ремонтируемого оборудования, агрегатов и машин, правила регулирования машин. Знание способов устранения дефектов в процессе ремонта, сборки и испытания...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69810193&hhtmFrom=vacancy_search_list"
"Ведущий системный аналитик на проект «Разработка системы управления целями и оценки сотрудников»","https://ekaterinburg.hh.ru/vacancy/69412038?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Управление задачами по разработке: контроль реализации user story map, синхронизация графика и наполнения спринтов, управление равномерной загруженностью команды, сроками реализации.","Высшее образование. Подтвержденный успешный опыт участия в проектах по разработке систем/приложений с нуля в качестве системного аналитика, team lead.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69412038&hhtmFrom=vacancy_search_list"
"Весовщик - кассир (на приемке лома)","https://ekaterinburg.hh.ru/vacancy/70323557?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Томск","При приемке лома ведет взвешивание грузов на автомобильных весах, ведет их учет, оформляет суточные ведомости, оформляет приемо-сдаточные акты.","Уверенный пользователь ПК, опыт работы с ККМ (желательно).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70323557&hhtmFrom=vacancy_search_list"
"Ведущий инженер","https://ekaterinburg.hh.ru/vacancy/68884537?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Магнитогорск","Разработка проектной и рабочей документации марок КР, КМ, КЖ, КС. Выполнение расчетов как общей пространственной схемы (увязка КМ и КЖ...","Опыт работы не менее 6 лет. Высшее образование по специальности Промышленное и гражданское строительство. Знания нормативной документации СНиП, СП, СПДС...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68884537&hhtmFrom=vacancy_search_list"
"Developer WebSoft","https://ekaterinburg.hh.ru/vacancy/69807860?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Анализ требований и проектирование решений по доработке Websoft. Выполнение заданий на разработку Websoft. Оформление документации (спецификаций). Проведение тестирований.","Опыт работы в качестве разработчика не менее 1 года. Понимание микросервисной архитектуры. Курсы разработчиков Websoft (желательно). Подтвержденный опыт выполнения разработок...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69807860&hhtmFrom=vacancy_search_list"
"Машинист крана","https://ekaterinburg.hh.ru/vacancy/69810097?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Березовский (Свердловская область)","Производить подъемно – транспортные работы с помощью электромостового крана. Содержать механизмы и оборудование крана в чистоте и исправности. Выявлять и устранять...","Образование среднее. Наличие удостоверения по профессии машинист крана (крановщик). Ответственность. Внимательность. Исполнительность.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69810097&hhtmFrom=vacancy_search_list"
"Машинист экскаватора","https://ekaterinburg.hh.ru/vacancy/70404859?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Мытищи","Погрузка\выгрузка автомобилей, сортировка сырья.","Опыт работы машинистом экскаватора с грейферным захватом.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70404859&hhtmFrom=vacancy_search_list"
"Fullstack developer (Python)","https://ekaterinburg.hh.ru/vacancy/68783592?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Разработка бизнес-логики и серверной части систем цифровых продуктов. Интеграция с существующими системами компании и привязка приложения к соответствующим источникам...","Опыт работы в качестве Full stack разработчика не менее 1 года. Понимание микросервисной архитектуры. Знание Python,JavaScript, Java (желательно).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68783592&hhtmFrom=vacancy_search_list"
"Машинист экскаватора (категории D)","https://ekaterinburg.hh.ru/vacancy/69723085?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Рязань","Работа на грейферном погрузчике "" FUCHS "". Погрузка и выгрузка металлолома в автотранспорт и ж/д вагоны.","Наличие водительского удостоверения машиниста-тракториста кат D (машинист погрузчика). Опыт работы на грейферных погрузчиках.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69723085&hhtmFrom=vacancy_search_list"
"Водитель автомобиля с манипулятором","https://ekaterinburg.hh.ru/vacancy/68699632?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Пенза","Перевозка лома на а/м КАМАЗ, МАЗ по территории Пензенской области.","Вод.удостоверение кат. B, C (обязательно). Карта водителя для тахографа СКЗИ (обязательно).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68699632&hhtmFrom=vacancy_search_list"
"Менеджер по продажам (лом, побочные продукты и неликвиды бывшие в употреблении)","https://ekaterinburg.hh.ru/vacancy/67407812?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Реализация попутной продукции. Поиск клиентов, расширение и поддержание АКБ. Определение наилучшего предложения путем проведения распределения. Повышение эффективности продаж.","От 5 лет релевантного опыта работы(продажи металлопроката, лома, строительных материалов и тд). Высшее профессиональное образование (экономика, инженерные специальности).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=67407812&hhtmFrom=vacancy_search_list"
"Go Developer (Middle/Senior)","https://ekaterinburg.hh.ru/vacancy/70353728?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Управление жизненным циклом приложений, разворачиваемых в изолированных технологических сегментах предприятий: Механизмы для доставки, запуска, эксплуатации сервисов. Централизованные решения для конфигурирования...","Опыт разработки на Go не менее 3 лет (TDD, юнит и интеграционные тесты). Опыт разработки сложных высоконагруженных систем.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70353728&hhtmFrom=vacancy_search_list"
"Consultant Tableau","https://ekaterinburg.hh.ru/vacancy/69491140?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Отвечать за состояние дашбордов аналитической отчетности (первые полгода Tableau и далее переход на Apache SuperSet, LuxMS BI), включая их разработку...","Знания Tableau (включая все доп. модули/плагины, умение строить и оптимизировать дашборды). Навыки сбора и формализации требований заказчика, включая организацию...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69491140&hhtmFrom=vacancy_search_list"
"Подсобный рабочий","https://ekaterinburg.hh.ru/vacancy/70409998?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Подольск (Московская область)","Уборка на территории площадки, помощь в уборке на оборудовании, производство мелкого ремонта на площадке.","Опыт работы не требуется.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70409998&hhtmFrom=vacancy_search_list"
"Кладовщик","https://ekaterinburg.hh.ru/vacancy/70407825?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Подольск (Московская область)","Прием на склад, хранение и выдача со склада материальных ценностей. Проверка соответствия принимаемых ценностей сопроводительным документам. Обеспечение сохранность складируемых товарно...","Стаж аналогичной работы не менее 1 года. Уверенный пользователь ПК, программное обеспечение: 1С, Excel.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70407825&hhtmFrom=vacancy_search_list"
"Начальник ПТО","https://ekaterinburg.hh.ru/vacancy/68809081?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Общее руководство ПТО и сметным отделом. Оформление и ведение исполнительной, разрешительной документации на различных стадиях подготовки и реализации работ.","Готовность к переезду в г. Кашин. Высшее образование по специальности ""Промышленное и гражданское строительство"". Знание принципов технического регулирования в области...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68809081&hhtmFrom=vacancy_search_list"
"Газорезчик","https://ekaterinburg.hh.ru/vacancy/70078426?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Ульяновск","Кислородная и воздушно-плазменная резка сложных деталей из различных сталей и цветных металлов и сплавов, демонтаж конструкций. Уборка рабочего места...","Наличие удостоверения газорезчика или электрогазосварщика, опыт работы желателен.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70078426&hhtmFrom=vacancy_search_list"
"Инженер-конструктор","https://ekaterinburg.hh.ru/vacancy/69068795?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Заринск","Выполнение заданий на проектно-конструкторские работы в рамках реализации инструментов производственной системы НЛМК. - Заключение договора оказания услуг (ДГПХ) на период...","Высшее (профильное техническое) образование (по направлениям: по механическому оборудованию; по технологии; по строительству). - Опыт работы по профилю должности. -","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69068795&hhtmFrom=vacancy_search_list"
"Машинист экскаватора (перегружателя) лома","https://ekaterinburg.hh.ru/vacancy/69960708?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Саратов","Погрузка и разгрузка лома с автотранспорта. - перемещение лома на площадке. - подача и уборка лома в ЛПО. - погрузка, разгрузка(при необходимости...","Наличие удостоверения, опыт работы.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69960708&hhtmFrom=vacancy_search_list"
"Senior Java developer","https://ekaterinburg.hh.ru/vacancy/70479030?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Выполнение работ по проекту «Электронный наряд-допуск». Разработка backend приложения. Контроль работы подрядчика. Взаимодействие с бизнес заказчиками, аналитиками, тестировщиками.","Опыт проектирования и разработки сложных высоко нагруженных систем. Умений проводить собеседование с кандидатами на позицию разработчик. Понимание принципов ООП, знание...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70479030&hhtmFrom=vacancy_search_list"
"Электрогазосварщик","https://ekaterinburg.hh.ru/vacancy/70402947?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Люберцы","Осуществление сварочных работ.","Удостоверение электрогазосварщика. Опыт работы от 3 лет.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70402947&hhtmFrom=vacancy_search_list"
"Аппаратчик воздухоразделения","https://ekaterinburg.hh.ru/vacancy/70094659?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Дегтярск","Выполнять операции по ведению технологического процесса производства газообразного и жидкого кислорода, азота и аргона. Выполнять операции по отгрузке жидких продуктов...","Опыт работы по профессии, подтвержденный записью в трудовой книжке, либо свидетельство о квалификации по профессии - аппаратчик воздухоразделения.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70094659&hhtmFrom=vacancy_search_list"
"Fullstack developer (Python)","https://ekaterinburg.hh.ru/vacancy/68783591?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Белгород","Разработка бизнес-логики и серверной части систем цифровых продуктов. Интеграция с существующими системами компании и привязка приложения к соответствующим источникам...","Опыт работы в качестве Full stack разработчика не менее 1 года. Понимание микросервисной архитектуры. Знание Python,JavaScript, Java (желательно).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68783591&hhtmFrom=vacancy_search_list"
"Главный специалист по обследованию строительных конструкций","https://ekaterinburg.hh.ru/vacancy/70392153?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Организация, участие в работах по обследованию строительных конструкций. Разработка, проверка заключений по результатам обследования. Разработка мероприятий по восстановлению конструкций по...","Законченное высшее образование по профилю ПГС. Навыки обследования строительных конструкций. Опыт разработки восстановительных мероприятий по результатам обследования. Проектирование строительных конструкций.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70392153&hhtmFrom=vacancy_search_list"
"Слесарь-электрик по ремонту электрооборудования","https://ekaterinburg.hh.ru/vacancy/70215333?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Нижний Тагил","Ремонт электрооборудования участка, в т.ч. кранов ГПК-5.","Наличие профильного образования( удостоверение). Опыт работы.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70215333&hhtmFrom=vacancy_search_list"
"Слесарь-ремонтник по механическому оборудованию","https://ekaterinburg.hh.ru/vacancy/69810226?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Березовский (Свердловская область)","Разборка, ремонт, сборка и испытание сложных узлов и механизмов. Ремонт, монтаж, демонтаж, испытание, регулирование, наладка сложного оборудования, агрегатов и машин...","Знание устройства ремонтируемого оборудования, агрегатов и машин, правила регулирования машин. Знание способов устранения дефектов в процессе ремонта, сборки и испытания...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69810226&hhtmFrom=vacancy_search_list"
"Менеджер по продажам","https://ekaterinburg.hh.ru/vacancy/69709088?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Владимир","Поиск поставщиков, оценка предлагаемого сырья. Переговоры, подготовка коммерческих предложений, согласование условий договоров поставки. Установление долгосрочных отношений с клиентами на коммерческой...","Опыт не важен, но необходимы целеустремленность, желание работать и зарабатывать. Опыт работы в активных продаж В2В, ведение переговоров...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69709088&hhtmFrom=vacancy_search_list"
